match_id,radiant_win
6,0.4894438124186274
7,0.6405468553741548
10,0.3866867424400887
13,0.8712899544825643
16,0.29706464739538274
18,0.5352553876171983
19,0.650289522775318
24,0.7522280575077465
33,0.3075190044574793
37,0.5424616420695257
41,0.4018340351011536
42,0.4675382557456282
55,0.31309577771290903
60,0.7286354448853267
62,0.6527603313140578
63,0.41869076282321677
64,0.2590761835069268
71,0.5224182906943642
72,0.44861186273046627
83,0.457891687305081
85,0.696436352617277
89,0.8169111524077252
92,0.645783652462494
100,0.8789457163272547
102,0.6798438799191436
108,0.6451000500296143
111,0.7625778807763511
126,0.16119582973469562
130,0.07788867796708329
140,0.8237986575618161
141,0.4503235067705196
152,0.7813220589918597
153,0.5378389221239532
159,0.5721262225330057
160,0.5422519034352452
163,0.5049942265502523
178,0.6248257423275251
179,0.46060982227008707
181,0.6830904294150676
196,0.15707717283267966
206,0.25891127983552076
209,0.6256755841757102
216,0.6263183946402924
228,0.30569921252252835
230,0.4075025055437558
242,0.6463525883342292
245,0.18757099207724226
261,0.48898402879848224
274,0.5294970289322851
282,0.5663495978794801
289,0.3841876209314161
296,0.16399681413554612
297,0.6184811211934044
302,0.4661482556849585
304,0.11776716384974246
313,0.8126979663481717
316,0.3945969700818874
317,0.5409497736489881
344,0.7264022556652534
348,0.7185444936702572
352,0.5543688067256155
354,0.6383357645938059
361,0.554951040674963
362,0.2788278466864229
363,0.7328089883447716
365,0.4913164407095061
375,0.32494972713666254
380,0.5466617272603761
384,0.6090919552253966
394,0.756084573312542
399,0.6330216710577565
404,0.7005147128768385
406,0.6768440829192157
430,0.17011237716426408
432,0.537808723488959
443,0.46553871587618634
463,0.5816465166289073
467,0.6089839718187846
474,0.5123050047568095
488,0.48255947170309477
502,0.712446267863384
503,0.2391804983908101
507,0.36180871035396406
508,0.24661511619719456
509,0.3413772641993899
516,0.3502942223009375
528,0.42286552981798253
542,0.5902744870870846
547,0.36213730280467465
552,0.7309512422991045
555,0.5485046380164503
561,0.8000076639444093
569,0.6309341627836652
575,0.8420311735412291
576,0.8857329162129433
582,0.1593103970197728
585,0.7127481043437675
586,0.4159460336130269
590,0.7124062877891053
592,0.3275783695225769
598,0.35100597085835017
599,0.40496686913297253
600,0.6789722941805277
601,0.44558639675021716
603,0.3060296022443124
617,0.6186312237446094
628,0.49359490314430715
634,0.1456657736954014
635,0.19150735729909488
639,0.342872063965372
644,0.5658536616226509
646,0.7268155090733067
650,0.20168136260077524
659,0.7640026725549212
663,0.6501345233051243
668,0.5667000162674544
